"Species","Evaluated/Predicted Score","Method"
"Spondyliosoma_emarginatum",1254.4214,"predicted"
"Spratelloides_gracilis",1317.8865,"predicted"
"Spratelloides_robustus",1238.0234,"predicted"
"Springeratus_polyporatus",1420.7749,"predicted"
"Squamicreedia_obtusa",1366.6985,"predicted"
"Stanulus_talboti",1376.2493,"predicted"
"Starksia_galapagensis",1366.2064,"predicted"
"Stegastes_acapulcoensis",1617.5132,"predicted"
"Stegastes_adustus",1715.8549,"predicted"
"Stegastes_albifasciatus",1377.9531,"predicted"
"Stegastes_altus",1530.7625,"predicted"
"Stegastes_apicalis",1372.7578,"predicted"
"Stegastes_arcifrons",1492.8973,"predicted"
"Stegastes_aureus",1468.3066,"predicted"
"Stegastes_beebei",1656.2649,"predicted"
"Stegastes_diencaeus",1611.1726,"predicted"
"Stegastes_emeryi",1523.5698,"predicted"
"Stegastes_fasciolatus",1465.9749,"predicted"
"Stegastes_flavilatus",1616.9753,"predicted"
"Stegastes_fuscus",1372.1152,"predicted"
"Stegastes_gascoynei",1384.811,"predicted"
"Stegastes_insularis",1354.863,"predicted"
"Stegastes_leucorus",1541.1863,"predicted"
"Stegastes_leucostictus",1652.1968,"predicted"
"Stegastes_nigricans",1410.128,"predicted"
"Stegastes_obreptus",1425.0256,"predicted"
"Stegastes_partitus",1529.638,"predicted"
"Stegastes_pictus",1472.9834,"predicted"
"Stegastes_planifrons",1619.0405,"predicted"
"Stegastes_punctatus",1430.104,"evaluated"
"Stegastes_rectifraenum",1561.5693,"predicted"
"Stegastes_redemptus",1474.487,"predicted"
"Stegastes_variabilis",1667.6738,"predicted"
"Stephanolepis_cirrhifer",1564.2908,"predicted"
"Stephanolepis_hispidus",1541.6796,"predicted"
"Stereolepis_gigas",1285.5542,"predicted"
"Stethojulis_albovittata",1626.1669,"predicted"
"Stethojulis_balteata",1676.5693,"predicted"
"Stethojulis_bandanensis",1543.997,"predicted"
"Stethojulis_interrupta",1477.9703,"predicted"
"Stethojulis_marquesensis",1501.7262,"predicted"
"Stethojulis_strigiventer",1563.8384,"predicted"
"Stethojulis_terina",1536.0353,"predicted"
"Stethojulis_trilineata",1745.233,"evaluated"
"Stichaeus_punctatus_punctatus",1412.7908,"predicted"
"Stygnobrotula_latebricola",1219.3376,"predicted"
"Suezichthys_arquatus",1578.187,"predicted"
"Suezichthys_aylingi",1545.6307,"predicted"
"Suezichthys_cyanolaemus",1405.4685,"predicted"
"Suezichthys_devisi",1396.1055,"predicted"
"Sufflamen_albicaudatum",1523.1033,"predicted"
"Sufflamen_bursa",1540.0209,"predicted"
"Sufflamen_chrysopterum",1450.48,"evaluated"
"Sufflamen_fraenatum",1528.6183,"predicted"
"Sufflamen_verres",1566.8082,"predicted"
"Symphodus_cinereus",1199.402,"predicted"
"Symphodus_doderleini",1464.8416,"predicted"
"Symphodus_mediterraneus",1583.033,"predicted"
"Symphodus_melops",1339.5002,"predicted"
"Symphodus_ocellatus",1643.121,"predicted"
"Symphodus_roissali",1445.6652,"predicted"
"Symphodus_rostratus",1363.8835,"predicted"
"Symphodus_tinca",1704.247,"predicted"
"Symphodus_trutta",1417.4991,"predicted"
"Symphorichthys_spilurus",1724.628,"predicted"
"Symphorus_nematophorus",1741.432,"evaluated"
"Synanceia_horrida",1517.4316,"predicted"
"Synanceia_verrucosa",1675.2753,"predicted"
"Synchiropus_bartelsi",1421.3513,"predicted"
"Synchiropus_morrisoni",1729.6975,"predicted"
"Synchiropus_moyeri",1727.1382,"predicted"
"Synchiropus_splendidus",1922.9343,"predicted"
"Synchiropus_stellatus",1760.2463,"predicted"
"Synchirus_gilli",1373.3132,"predicted"
"Synodus_binotatus",1364.5358,"predicted"
"Synodus_capricornis",1345.1616,"predicted"
"Synodus_dermatogenys",1413.3442,"predicted"
"Synodus_doaki",1409.3738,"predicted"
"Synodus_intermedius",1486.769,"predicted"
"Synodus_jaculum",1319.768,"predicted"
"Synodus_lacertinus",1442.5367,"predicted"
"Synodus_rubromarmoratus",1404.3811,"predicted"
"Synodus_sageneus",1346.3693,"predicted"
"Synodus_saurus",1451.161,"predicted"
"Synodus_synodus",1406.4111,"predicted"
"Synodus_ulae",1404.9491,"predicted"
"Synodus_variegatus",1410.1975,"predicted"
"Taenianotus_triacanthus",1611.6564,"predicted"
"Taurulus_bubalis",1398.5039,"predicted"
"Tautoga_onitis",1394.3613,"predicted"
"Tautogolabrus_adspersus",1287.4011,"predicted"
"Tetractenos_glaber",1670.9258,"predicted"
"Thalassoma_amblycephalum",1544.1165,"predicted"
"Thalassoma_bifasciatum",1641.968,"predicted"
"Thalassoma_cupido",1681.4924,"predicted"
"Thalassoma_duperrey",1572.1149,"predicted"
"Thalassoma_grammaticum",1623.261,"evaluated"
"Thalassoma_hardwicke",1592.8752,"predicted"
"Thalassoma_hebraicum",1844.483,"evaluated"
"Thalassoma_heiseri",1538.4882,"predicted"
"Thalassoma_jansenii",1568.199,"evaluated"
"Thalassoma_lucasanum",1581.6208,"predicted"
"Thalassoma_lunare",1705.6042,"predicted"
"Thalassoma_lutescens",1667.8584,"predicted"
"Thalassoma_nigrofasciatum",1467.7468,"predicted"
"Thalassoma_pavo",1717.5028,"predicted"
"Thalassoma_purpureum",1732.33915640061,"evaluated"
"Thalassoma_quinquevittatum",1590.467,"evaluated"
"Thalassoma_robertsoni",1474.9476,"predicted"
"Thalassoma_rueppellii",1605.1115,"predicted"
"Thalassoma_septemfasciatum",1484.5757,"predicted"
"Thalassoma_trilobatum",1671.8386,"predicted"
"Thalassoma_virens",1475.2723,"predicted"
"Thamnaconus_analis",1445.7924,"predicted"
"Thorogobius_ephippiatus",1530.2373,"predicted"
"Thunnus_albacares",1339.9227,"predicted"
"Thyrsites_atun",1290.1284,"predicted"
"Thysanophrys_cirronasa",1382.9587,"predicted"
"Tigrigobius_harveyi",1459.4019,"predicted"
"Tigrigobius_nesiotes",1419.6691,"predicted"
"Tigrigobius_redimiculus",1454.7239,"predicted"
"Tigrigobius_saucrus",1450.0337,"predicted"
"Tilodon_sexfasciatus",1635.048,"predicted"
"Tomicodon_bidens",1194.901,"predicted"
"Torquigener_pleurogramma",1362.8125,"predicted"
"Torquigener_squamicauda",1445.8081,"predicted"
"Totoaba_macdonaldi",1409.8274,"predicted"
"Trachichthys_australis",1404.6597,"predicted"
"Trachinops_brauni",1510.7666,"predicted"
"Trachinops_caudimaculatus",1367.451,"predicted"
"Trachinops_noarlungae",1338.9508,"predicted"
"Trachinops_taeniatus",1534.1289,"predicted"
"Trachinotus_anak",1397.5437,"predicted"
"Trachinotus_baillonii",1305.2577,"predicted"
"Trachinotus_blochii",1476.4858,"predicted"
"Trachinotus_ovatus",1226.0022,"predicted"
"Trachinotus_rhodopus",1499.2349,"predicted"
"Trachinotus_stilbe",1255.6494,"predicted"
"Trachinus_draco",1484.2104,"predicted"
"Trachurus_declivis",1184.8534,"predicted"
"Trachurus_indicus",1209.0148,"predicted"
"Trachurus_japonicus",1210.3914,"predicted"
"Trachurus_novaezelandiae",1337.9752,"predicted"
"Trachurus_symmetricus",1257.3572,"predicted"
"Trachurus_trachurus",1181.8005,"predicted"
"Trachypoma_macracanthus",1543.159,"predicted"
"Tragulichthys_jaculiferus",1471.3799,"predicted"
"Trianectes_bucephalus",1302.0579,"predicted"
"Tridentiger_trigonocephalus",1430.9683,"predicted"
"Trimma_benjamini",1347.0875,"predicted"
"Trimma_caesiura",1464.0416,"predicted"
"Trimma_lantana",1473.5928,"predicted"
"Trimma_okinawae",1467.426,"predicted"
"Trimma_striatum",1427.3647,"predicted"
"Trinorfolkia_clarkei",1379.6052,"predicted"
"Trinorfolkia_cristata",1452.3931,"predicted"
"Tripterygion_delaisi",1531.5797,"predicted"
"Tripterygion_melanurum",1556.2354,"predicted"
"Trisopterus_minutus",1322.858,"predicted"
"Tylosurus_crocodilus_crocodilus",1399.3333,"predicted"
"Ucla_xenogrammus",1402.1287,"predicted"
"Ulua_mentalis",1343.9839,"predicted"
"Umbrina_galapagorum",1316.6814,"predicted"
"Upeneichthys_lineatus",1480.2363,"predicted"
"Upeneichthys_vlamingii",1428.5343,"predicted"
"Upeneus_moluccensis",1314.015,"evaluated"
"Upeneus_tragula",1452.3904,"predicted"
"Uraspis_helvola",1253.9824,"predicted"
"Valenciennea_alleni",1282.5795,"predicted"
"Valenciennea_helsdingenii",1528.468,"predicted"
"Valenciennea_immaculata",1417.8124,"predicted"
"Valenciennea_longipinnis",1448.4495,"predicted"
"Valenciennea_muralis",1339.4045,"predicted"
"Valenciennea_parva",1265.3503,"predicted"
"Valenciennea_puellaris",1596.6598,"predicted"
"Valenciennea_randalli",1407.7489,"predicted"
"Valenciennea_sexguttata",1345.0206,"predicted"
"Valenciennea_strigata",1571.238,"predicted"
"Variola_albimarginata",1590.3098,"predicted"
"Variola_louti",1635.4026,"predicted"
"Verulux_cypselurus",1301.0497,"predicted"
"Vincentia_conspersa",1361.4602,"predicted"
"Vincentia_novaehollandiae",1355.3152,"predicted"
"Vladichthys_gloverensis",1356.7825,"predicted"
"Xanthichthys_mento",1637.108,"evaluated"
"Xenichthys_agassizii",1234.1187,"predicted"
"Xenocys_jessiae",1300.3348,"predicted"
"Xyrichtys_novacula",1548.9988,"predicted"
"Xyrichtys_victori",1318.249,"predicted"
"Xyrichtys_wellingtoni",1286.7043,"predicted"
"Zabidius_novemaculeatus",1397.5852,"predicted"
"Zanclistius_elevatus",1562.4877,"predicted"
"Zanclus_cornutus",1791.70153012879,"evaluated"
"Zebrasoma_desjardinii",1892.438,"evaluated"
"Zebrasoma_flavescens",1731.9836,"predicted"
"Zebrasoma_rostratum",1592.836,"evaluated"
"Zebrasoma_scopas",1706.104,"evaluated"
"Zebrasoma_velifer",1829.817,"predicted"
"Zebrasoma_xanthurum",1794.1433,"predicted"
"Zeus_faber",1685.2888,"predicted"
"Zoarchias_veneficus",1319.7931,"predicted"
"Zoramia_fragilis",1355.4038,"predicted"
"Zoramia_leptacantha",1624.3851,"predicted"
"Zoramia_viridiventer",1395.0317,"predicted"
